node_id,gene_symbol,clinical_target_label
3752,CDK14,1
3753,CDK15,1
3754,CDK16,1
3755,CDK17,0
3756,CDK18,0
3757,CDK19,0
3758,CDK2,1
3759,CDK20,1
3760,CDK2AP1,0
3761,CDK2AP2,0
3762,CDK4,1
3763,CDK5,1
3764,CDK5R1,0
3765,CDK5R2,0
3766,CDK5RAP1,0
3767,CDK5RAP2,0
3768,CDK5RAP3,0
3769,CDK6,1
3770,CDK7,1
3771,CDK8,0
3772,CDK9,1
3773,CDKAL1,0
3774,CDKL1,0
3775,CDKL2,0
3776,CDKL3,0
3777,CDKL4,0
3778,CDKL5,0
3779,CDKN1A,0
3780,CDKN1B,0
3781,CDKN1C,0
3782,CDKN2A,0
3783,CDKN2AIP,0
3784,CDKN2AIPNL,0
3785,CDKN2B,0
3786,CDKN2B-AS1,0
3787,CDKN2C,0
3788,CDKN2D,0
3789,CDKN3,0
3790,CDNF,0
3791,CDO1,0
3792,CDON,0
3793,CDPF1,0
3794,CDR1,0
3795,CDR1-AS,0
3796,CDR2,0
3797,CDR2L,0
3798,CDRT1,0
3799,CDRT4,0
3800,CDS1,0
3801,CDS2,0
3802,CDSN,0
3803,CDT1,0
3804,CDV3,0
3805,CDX1,0
3806,CDX2,0
3807,CDYL,0
3808,CDYL2,0
3809,CEACAM1,0
3810,CEACAM16,0
3811,CEACAM19,0
3812,CEACAM21,0
3813,CEACAM3,0
3814,CEACAM4,0
3815,CEACAM5,1
3816,CEACAM6,0
3817,CEACAM7,0
3818,CEACAM8,0
3819,CEBPA,0
3820,CEBPA-AS1,0
3821,CEBPB,0
3822,CEBPB-AS1,0
3823,CEBPD,0
3824,CEBPE,0
3825,CEBPG,0
3826,CEBPZ,0
3827,CEBPZOS,0
3828,CECR1,0
3829,CECR2,0
3830,CECR3,0
3831,CECR5,0
3832,CECR5-AS1,0
3833,CECR6,0
3834,CECR7,0
3835,CEL,0
3836,CELA1,0
3837,CELA2A,0
3838,CELA2B,0
3839,CELA3A,0
3840,CELA3B,0
3841,CELF1,0
3842,CELF2,0
3843,CELF2-AS1,0
3844,CELF2-AS2,0
3845,CELF4,0
3846,CELF5,0
3847,CELF6,0
3848,CELSR1,0
3849,CELSR2,0
3850,CELSR3,0
3851,CELSR3-AS1,0
3852,CEMIP,0
3853,CEMP1,0
3854,CEND1,0
3855,CENPA,0
3856,CENPB,0
3857,CENPBD1,0
3858,CENPC,0
3859,CENPE,0
3860,CENPF,0
3861,CENPH,0
3862,CENPI,0
3863,CENPJ,0
3864,CENPK,0
3865,CENPL,0
3866,CENPM,0
3867,CENPN,0
3868,CENPO,0
3869,CENPP,0
3870,CENPQ,0
3871,CENPT,0
3872,CENPU,0
3873,CENPV,0
3874,CENPW,0
3875,CEP104,0
3876,CEP112,0
3877,CEP120,0
3878,CEP126,0
3879,CEP128,0
3880,CEP131,0
3881,CEP135,0
3882,CEP152,0
3883,CEP162,0
3884,CEP164,0
3885,CEP170,0
3886,CEP170B,0
3887,CEP19,0
3888,CEP192,0
3889,CEP250,0
3890,CEP290,0
3891,CEP295,0
3892,CEP295NL,0
3893,CEP350,0
3894,CEP41,0
3895,CEP44,0
3896,CEP55,0
3897,CEP57,0
3898,CEP57L1,0
3899,CEP63,0
3900,CEP68,0
3901,CEP70,0
3902,CEP72,0
3903,CEP76,0
3904,CEP78,0
3905,CEP83,0
3906,CEP83-AS1,0
3907,CEP85,0
3908,CEP85L,0
3909,CEP89,0
3910,CEP95,0
3911,CEP97,0
3912,CEPT1,0
3913,CERCAM,0
3914,CERK,0
3915,CERKL,0
3916,CERS1,0
3917,CERS2,0
3918,CERS3,0
3919,CERS3-AS1,0
3920,CERS4,0
3921,CERS5,0
3922,CERS6,0
3923,CES1,0
3924,CES2,0
3925,CES3,0
3926,CES4A,0
3927,CES5A,0
3928,CETN2,0
3929,CETN3,0
3930,CETP,0
3931,CFAP100,0
3932,CFAP126,0
3933,CFAP157,0
3934,CFAP161,0
3935,CFAP20,0
3936,CFAP206,0
3937,CFAP221,0
3938,CFAP36,0
3939,CFAP43,0
3940,CFAP44,0
3941,CFAP45,0
3942,CFAP46,0
3943,CFAP47,0
3944,CFAP52,0
3945,CFAP53,0
3946,CFAP54,0
3947,CFAP57,0
3948,CFAP58,0
3949,CFAP58-AS1,0
3950,CFAP61,0
3951,CFAP65,0
3952,CFAP69,0
3953,CFAP70,0
3954,CFAP73,0
3955,CFAP74,0
3956,CFAP77,0
3957,CFAP97,0
3958,CFAP99,0
3959,CFB,1
3960,CFD,1
3961,CFDP1,0
3962,CFH,0
3963,CFHR1,0
3964,CFHR3,0
3965,CFI,0
3966,CFL1,0
3967,CFL2,0
3968,CFLAR,0
3969,CFLAR-AS1,0
3970,CFP,0
3971,CFTR,1
3972,CGA,0
3973,CGB,0
3974,CGB2,0
3975,CGB7,0
3976,CGGBP1,0
3977,CGN,0
3978,CGNL1,0
3979,CGREF1,0
3980,CGRRF1,0
3981,CH17-118O6.3,0
3982,CH17-125A10.2,0
3983,CH17-132F21.5,0
3984,CH17-140K24.2,0
3985,CH17-189H20.1,0
3986,CH17-212P11.4,0
3987,CH17-224D4.1,0
3988,CH17-224D4.2,0
3989,CH17-262H11.1,0
3990,CH17-264L24.1,0
3991,CH17-302M23.1,0
3992,CH17-340M24.3,0
3993,CH17-353B19.1,0
3994,CH17-360D5.2,0
3995,CH17-360D5.3,0
3996,CH17-373J23.1,0
3997,CH17-408M7.1,0
3998,CH17-437K3.1,0
3999,CH25H,0
4000,CH507-145C22.1,0
4001,CH507-154B10.1,0
4002,CH507-154B10.2,0
4003,CH507-254M2.1,0
4004,CH507-254M2.3,0
4005,CH507-338C24.1,0
4006,CH507-39O4.2,0
4007,CH507-42P11.5,0
4008,CH507-42P11.7,0
4009,CH507-42P11.8,0
4010,CH507-513H4.1,0
4011,CH507-513H4.3,0
4012,CH507-513H4.4,0
4013,CH507-513H4.5,0
4014,CH507-528H12.1,0
4015,CH507-9B2.1,0
4016,CH507-9B2.3,0
4017,CH507-9B2.5,0
4018,CH507-9B2.8,0
4019,CH507-9B2.9,0
4020,CHAC1,0
4021,CHAC2,0
4022,CHAD,0
4023,CHADL,0
4024,CHAF1A,0
4025,CHAF1B,0
4026,CHAMP1,0
4027,CHCHD1,0
4028,CHCHD10,0
4029,CHCHD2,0
4030,CHCHD3,0
4031,CHCHD4,0
4032,CHCHD5,0
4033,CHCHD6,0
4034,CHCHD7,0
4035,CHD1,0
4036,CHD1L,0
4037,CHD2,0
4038,CHD3,0
4039,CHD4,0
4040,CHD5,0
4041,CHD6,0
4042,CHD7,0
4043,CHD8,0
4044,CHD9,0
4045,CHDH,0
4046,CHEK1,1
4047,CHEK2,1
4048,CHERP,0
4049,CHFR,0
4050,CHGA,0
4051,CHGB,0
4052,CHI3L1,0
4053,CHI3L2,0
4054,CHIA,0
4055,CHIC1,0
4056,CHIC2,0
4057,CHID1,0
4058,CHIT1,0
4059,CHKA,1
4060,CHKB,0
4061,CHKB-AS1,0
4062,CHKB-CPT1B,0
4063,CHL1,0
4064,CHM,0
4065,CHML,0
4066,CHMP1A,0
4067,CHMP1B,0
4068,CHMP2A,0
4069,CHMP2B,0
4070,CHMP3,0
4071,CHMP4A,0
4072,CHMP4B,0
4073,CHMP4C,0
4074,CHMP5,0
4075,CHMP6,0
4076,CHMP7,0
4077,CHN1,0
4078,CHN2,0
4079,CHODL,0
4080,CHORDC1,0
4081,CHP1,0
4082,CHP2,0
4083,CHPF,0
4084,CHPF2,0
4085,CHPT1,0
4086,CHRAC1,0
4087,CHRD,0
4088,CHRDL1,0
4089,CHRDL2,0
4090,CHRFAM7A,0
4091,CHRM1,1
4092,CHRM2,1
4093,CHRM3,1
4094,CHRM3-AS2,0
4095,CHRM5,1
4096,CHRNA1,1
4097,CHRNA10,0
4098,CHRNA2,0
4099,CHRNA3,1
4100,CHRNA4,1
4101,CHRNA5,1
4102,CHRNA6,1
4103,CHRNA7,1
4104,CHRNA9,0
4105,CHRNB1,0
4106,CHRNB2,1
4107,CHRNB4,1
4108,CHRND,0
4109,CHRNE,0
4110,CHST1,0
4111,CHST10,0
4112,CHST11,0
4113,CHST12,0
4114,CHST13,0
4115,CHST14,0
4116,CHST15,0
4117,CHST2,0
4118,CHST3,0
4119,CHST4,0
4120,CHST6,0
4121,CHST7,0
4122,CHST8,0
4123,CHST9,0
4124,CHSY1,0
4125,CHSY3,0
4126,CHTF18,0
4127,CHTF8,0
4128,CHTOP,0
4129,CHUK,0
4130,CHURC1,0
4131,CHURC1-FNTB,0
4132,CIAO1,0
4133,CIAPIN1,0
4134,CIART,0
4135,CIB1,0
4136,CIB2,0
4137,CIB3,0
4138,CIB4,0
4139,CIC,0
4140,CIDEA,0
4141,CIDEB,0
4142,CIDEC,0
4143,CIITA,0
4144,CILP,0
4145,CILP2,0
4146,CINP,0
4147,CIPC,0
4148,CIR1,0
4149,CIRBP,0
4150,CIRBP-AS1,0
4151,CISD1,0
4152,CISD2,0
4153,CISD3,0
4154,CISH,0
4155,CIT,0
4156,CITED1,0
4157,CITED2,0
4158,CITED4,0
4159,CITF22-1A6.3,0
4160,CITF22-49E9.3,0
4161,CITF22-92A6.1,0
4162,CIZ1,0
4163,CKAP2,0
4164,CKAP2L,0
4165,CKAP4,0
4166,CKAP5,0
4167,CKB,0
4168,CKLF,0
4169,CKLF-CMTM1,0
4170,CKM,0
4171,CKMT1A,0
4172,CKMT1B,0
4173,CKMT2,0
4174,CKMT2-AS1,0
4175,CKS1B,0
4176,CKS2,0
4177,CLASP1,0
4178,CLASP2,0
4179,CLASRP,0
4180,CLC,0
4181,CLCA2,0
4182,CLCA4,0
4183,CLCC1,0
4184,CLCF1,0
4185,CLCN1,0
4186,CLCN2,0
4187,CLCN3,0
4188,CLCN4,0
4189,CLCN5,0
4190,CLCN6,0
4191,CLCN7,0
4192,CLCNKA,0
4193,CLCNKB,0
4194,CLDN1,0
4195,CLDN10,0
4196,CLDN10-AS1,0
4197,CLDN11,0
4198,CLDN12,0
4199,CLDN14,0
4200,CLDN15,0
4201,CLDN16,0
4202,CLDN18,1
4203,CLDN19,0
4204,CLDN2,0
4205,CLDN20,0
4206,CLDN22,0
4207,CLDN23,0
4208,CLDN3,0
4209,CLDN34,0
4210,CLDN4,0
4211,CLDN5,0
4212,CLDN6,0
4213,CLDN7,0
4214,CLDN8,0
4215,CLDN9,0
4216,CLDND1,0
4217,CLDND2,0
4218,CLEC10A,0
4219,CLEC11A,0
4220,CLEC12A,0
4221,CLEC12B,0
4222,CLEC14A,0
4223,CLEC16A,0
4224,CLEC17A,0
4225,CLEC18A,0
4226,CLEC18B,0
4227,CLEC19A,0
4228,CLEC1A,0
4229,CLEC1B,0
4230,CLEC2A,0
4231,CLEC2B,0
4232,CLEC2D,0
4233,CLEC2L,0
4234,CLEC3A,0
4235,CLEC3B,0
4236,CLEC4A,0
4237,CLEC4C,0
4238,CLEC4D,0
4239,CLEC4E,0
4240,CLEC4F,0
4241,CLEC4G,0
4242,CLEC4M,0
4243,CLEC5A,0
4244,CLEC6A,0
4245,CLEC7A,0
4246,CLEC9A,0
4247,CLECL1,0
4248,CLGN,0
4249,CLHC1,0
4250,CLIC1,0
4251,CLIC2,0
4252,CLIC3,0
4253,CLIC4,0
4254,CLIC5,0
4255,CLIC6,0
4256,CLINT1,0
4257,CLIP1,0
4258,CLIP1-AS1,0
4259,CLIP2,0
4260,CLIP3,0
4261,CLIP4,0
4262,CLK1,0
4263,CLK2,1
4264,CLK3,0
4265,CLK4,0
4266,CLLU1,0
4267,CLLU1OS,0
4268,CLMN,0
4269,CLMP,0
4270,CLN3,0
4271,CLN5,0
4272,CLN6,0
4273,CLN8,0
4274,CLNK,0
4275,CLNS1A,0
4276,CLOCK,0
4277,CLP1,0
4278,CLPB,0
4279,CLPP,0
4280,CLPS,0
4281,CLPSL1,0
4282,CLPSL2,0
4283,CLPTM1,0
4284,CLPTM1L,0
4285,CLPX,0
4286,CLRN1,0
4287,CLRN1-AS1,0
4288,CLRN3,0
4289,CLSPN,0
4290,CLSTN1,0
4291,CLSTN2,0
4292,CLSTN3,0
4293,CLTA,0
4294,CLTB,0
4295,CLTC,0
4296,CLTCL1,0
4297,CLU,1
4298,CLUAP1,0
4299,CLUH,0
4300,CLUL1,0
4301,CLVS1,0
4302,CLYBL,0
4303,CMA1,1
4304,CMAS,0
4305,CMB9-22P13.1,0
4306,CMB9-22P13.2,0
4307,CMBL,0
4308,CMC1,0
4309,CMC2,0
4310,CMC4,0
4311,CMIP,0
4312,CMKLR1,0
4313,CMPK1,0
4314,CMPK2,0
4315,CMSS1,0
4316,CMTM1,0
4317,CMTM2,0
4318,CMTM3,0
4319,CMTM4,0
4320,CMTM5,0
4321,CMTM6,0
4322,CMTM7,0
4323,CMTM8,0
4324,CMTR1,0
4325,CMTR2,0
4326,CMYA5,0
4327,CNBD2,0
4328,CNBP,0
4329,CNDP1,0
4330,CNDP2,0
4331,CNEP1R1,0
4332,CNFN,0
4333,CNGA1,0
4334,CNGA3,0
4335,CNGA4,0
4336,CNGB1,0
4337,CNGB3,0
4338,CNIH1,0
4339,CNIH2,0
4340,CNIH3,0
4341,CNIH4,0
4342,CNKSR1,0
4343,CNKSR2,0
4344,CNKSR3,0
4345,CNN1,0
4346,CNN2,0
4347,CNN3,0
4348,CNNM1,0
4349,CNNM2,0
4350,CNNM3,0
4351,CNNM4,0
4352,CNOT1,0
4353,CNOT10,0
4354,CNOT11,0
4355,CNOT2,0
4356,CNOT3,0
4357,CNOT4,0
4358,CNOT6,0
4359,CNOT6L,0
4360,CNOT7,0
4361,CNOT8,0
4362,CNP,0
4363,CNPPD1,0
4364,CNPY1,0
4365,CNPY2,0
4366,CNPY3,0
4367,CNPY4,0
4368,CNR1,1
4369,CNR2,1
4370,CNRIP1,0
4371,CNST,0
4372,CNTD1,0
4373,CNTD2,0
4374,CNTF,0
4375,CNTFR,0
4376,CNTLN,0
4377,CNTN1,0
4378,CNTN2,0
4379,CNTN3,0
4380,CNTN4,0
4381,CNTN5,0
4382,CNTN6,0
4383,CNTNAP1,0
4384,CNTNAP2,0
4385,CNTNAP3,0
4386,CNTNAP3B,0
4387,CNTNAP4,0
4388,CNTNAP5,0
4389,CNTRL,0
4390,CNTROB,0
4391,COA1,0
4392,COA3,0
4393,COA4,0
4394,COA5,0
4395,COA6,0
4396,COA7,0
4397,COASY,0
4398,COBL,0
4399,COBLL1,0
4400,COCH,0
4401,COG1,0
4402,COG2,0
4403,COG3,0
4404,COG4,0
4405,COG5,0
4406,COG6,0
4407,COG7,0
4408,COG8,0
4409,COIL,0
4410,COL10A1,0
4411,COL11A1,1
4412,COL11A2,1
4413,COL12A1,0
4414,COL13A1,0
4415,COL14A1,0
4416,COL15A1,1
4417,COL16A1,0
4418,COL17A1,0
4419,COL18A1,1
4420,COL19A1,0
4421,COL1A1,1
4422,COL1A2,1
4423,COL20A1,0
4424,COL21A1,0
4425,COL22A1,0
4426,COL23A1,0
4427,COL24A1,1
4428,COL25A1,0
4429,COL26A1,0
4430,COL27A1,0
4431,COL28A1,1
4432,COL2A1,1
4433,COL3A1,1
4434,COL4A1,1
4435,COL4A2,1
4436,COL4A2-AS1,0
4437,COL4A2-AS2,0
4438,COL4A3,1
4439,COL4A3BP,0
4440,COL4A4,1
4441,COL4A5,0
4442,COL4A6,1
4443,COL5A1,1
4444,COL5A2,1
4445,COL5A3,1
4446,COL6A1,1
4447,COL6A2,1
4448,COL6A3,1
4449,COL6A5,1
4450,COL6A6,1
4451,COL7A1,1
4452,COL8A1,0
4453,COL8A2,0
4454,COL9A1,0
4455,COL9A2,0
4456,COL9A3,0
4457,COLCA1,0
4458,COLCA2,0
4459,COLEC10,0
4460,COLEC11,0
4461,COLEC12,0
4462,COLGALT1,0
4463,COLGALT2,0
4464,COLQ,0
4465,COMMD1,0
4466,COMMD10,0
4467,COMMD2,0
4468,COMMD3,0
4469,COMMD4,0
4470,COMMD5,0
4471,COMMD6,0
4472,COMMD7,0
4473,COMMD8,0
4474,COMMD9,0
4475,COMP,0
4476,COMT,1
4477,COMTD1,0
4478,COPA,0
4479,COPB1,0
4480,COPB2,0
4481,COPE,0
4482,COPG1,0
4483,COPG2,0
4484,COPRS,0
4485,COPS2,0
4486,COPS3,0
4487,COPS4,0
4488,COPS5,0
4489,COPS6,0
4490,COPS7A,0
4491,COPS7B,0
4492,COPS8,0
4493,COPZ1,0
4494,COPZ2,0
4495,COQ10A,0
4496,COQ10B,0
4497,COQ2,0
4498,COQ3,0
4499,COQ4,0
4500,COQ5,0
4501,COQ6,0
4502,COQ7,0
4503,COQ9,0
4504,CORIN,0
4505,CORO1A,0
4506,CORO1B,0
4507,CORO1C,0
4508,CORO2A,0
4509,CORO2B,0
4510,CORO6,0
4511,CORO7,0
4512,CORT,0
4513,COTL1,0
4514,COX10,0
4515,COX11,0
4516,COX14,0
4517,COX15,0
4518,COX16,0
4519,COX17,0
4520,COX18,0
4521,COX19,0
4522,COX20,0
4523,COX4I1,0
4524,COX4I2,0
4525,COX5A,0
4526,COX5B,0
4527,COX6A1,0
4528,COX6A2,0
4529,COX6B1,0
4530,COX6B2,0
4531,COX6C,0
4532,COX7A1,0
4533,COX7A2,0
4534,COX7A2L,0
4535,COX7B,0
4536,COX7B2,0
4537,COX7C,0
4538,COX8A,0
4539,COX8C,0
4540,CP,0
4541,CPA1,0
4542,CPA2,0
4543,CPA3,0
4544,CPA4,0
4545,CPA5,0
4546,CPA6,0
4547,CPAMD8,0
4548,CPB1,0
4549,CPB2,0
4550,CPB2-AS1,0
4551,CPD,0
4552,CPE,0
4553,CPEB1,0
4554,CPEB1-AS1,0
4555,CPEB2,0
4556,CPEB2-AS1,0
4557,CPEB3,0
4558,CPEB4,0
4559,CPED1,0
4560,CPLX1,0
4561,CPLX3,0
4562,CPLX4,0
4563,CPM,0
4564,CPNE1,0
4565,CPNE2,0
4566,CPNE3,0
4567,CPNE4,0
4568,CPNE5,0
4569,CPNE6,0
4570,CPNE7,0
4571,CPNE8,0
4572,CPNE9,0
4573,CPO,0
4574,CPOX,0
4575,CPPED1,0
4576,CPQ,0
4577,CPS1,1
4578,CPSF1,0
4579,CPSF2,0
4580,CPSF3,0
4581,CPSF3L,0
4582,CPSF4,0
4583,CPSF4L,0
4584,CPSF6,0
4585,CPSF7,0
4586,CPT1A,0
4587,CPT1B,1
4588,CPT1C,0
4589,CPT2,1
4590,CPTP,0
4591,CPVL,0
4592,CPXCR1,0
4593,CPXM1,0
4594,CPXM2,0
4595,CPZ,0
4596,CR1,1
4597,CR1L,0
4598,CR2,0
4599,CRABP1,0
4600,CRABP2,0
4601,CRACR2A,0
4602,CRACR2B,0
4603,CRADD,0
4604,CRAMP1,0
4605,CRAT,0
4606,CRAT37,0
4607,CRB1,0
4608,CRB2,0
4609,CRB3,0
4610,CRBN,1
4611,CRCP,0
4612,CREB1,0
4613,CREB3,0
4614,CREB3L1,0
4615,CREB3L2,0
4616,CREB3L3,0
4617,CREB3L4,0
4618,CREB5,0
4619,CREBBP,1
4620,CREBL2,0
4621,CREBRF,0
4622,CREBZF,0
4623,CREG1,0
4624,CREG2,0
4625,CRELD1,0
4626,CRELD2,0
4627,CREM,0
4628,CRH,0
4629,CRHBP,0
4630,CRHR1,0
4631,CRHR2,0
4632,CRIM1,0
4633,CRIP1,0
4634,CRIP2,0
4635,CRIP3,0
4636,CRIPAK,0
4637,CRIPT,0
4638,CRISP2,0
4639,CRISP3,0
4640,CRISPLD1,0
4641,CRISPLD2,0
4642,CRK,0
4643,CRKL,0
4644,CRLF1,0
4645,CRLF2,0
4646,CRLF3,0
4647,CRLS1,0
4648,CRMP1,0
4649,CRNDE,0
4650,CRNKL1,0
4651,CROCC,0
4652,CROCC2,0
4653,CROT,0
4654,CRP,0
4655,CRTAC1,0
4656,CRTAM,0
4657,CRTAP,0
4658,CRTC1,0
4659,CRTC2,0
4660,CRTC3,0
4661,CRTC3-AS1,0
4662,CRX,0
4663,CRY1,0
4664,CRY2,0
4665,CRYAB,0
4666,CRYBA2,0
4667,CRYBA4,0
4668,CRYBB1,0
4669,CRYBB2,0
4670,CRYBB3,0
4671,CRYBG3,0
4672,CRYGB,0
4673,CRYGC,0
4674,CRYGD,0
4675,CRYGN,0
4676,CRYGS,0
4677,CRYL1,0
4678,CRYM,0
4679,CRYM-AS1,0
4680,CRYZ,0
4681,CRYZL1,0
4682,CS,0
4683,CSAD,0
4684,CSAG1,0
4685,CSDC2,0
4686,CSDE1,0
4687,CSE1L,0
4688,CSE1L-AS1,0
4689,CSF1,1
4690,CSF1R,1
4691,CSF2,1
4692,CSF2RA,1
4693,CSF2RB,1
4694,CSF3,0
4695,CSF3R,1
4696,CSGALNACT1,0
4697,CSGALNACT2,0
4698,CSK,0
4699,CSMD1,0
4700,CSMD2,0
4701,CSMD3,0
4702,CSN1S1,0
4703,CSNK1A1,0
4704,CSNK1A1L,0
4705,CSNK1D,0
4706,CSNK1E,1
4707,CSNK1G1,0
4708,CSNK1G2,0
4709,CSNK1G2-AS1,0
4710,CSNK1G3,0
4711,CSNK2A1,1
4712,CSNK2A2,0
4713,CSNK2A3,0
4714,CSNK2B,0
4715,CSPG4,0
4716,CSPG5,0
4717,CSPP1,0
4718,CSRNP1,0
4719,CSRNP2,0
4720,CSRNP3,0
4721,CSRP1,0
4722,CSRP2,0
4723,CSRP2BP,0
4724,CSRP3,0
4725,CST1,0
4726,CST2,0
4727,CST3,0
4728,CST4,0
4729,CST5,0
4730,CST6,0
4731,CST7,0
4732,CSTA,0
4733,CSTB,0
4734,CSTF1,0
4735,CSTF2,0
4736,CSTF2T,0
4737,CSTF3,0
4738,CSTF3-AS1,0
4739,CSTL1,0
4740,CT45A10,0
4741,CT55,0
4742,CT62,0
4743,CT83,0
4744,CTA-126B4.7,0
4745,CTA-14H9.5,0
4746,CTA-150C2.13,0
4747,CTA-204B4.2,0
4748,CTA-212A2.2,0
4749,CTA-212A2.3,0
4750,CTA-212A2.4,0
4751,CTA-212D2.2,0
4752,CTA-217C2.2,0
4753,CTA-221G9.11,0
4754,CTA-221G9.12,0
4755,CTA-221G9.7,0
4756,CTA-223H9.9,0
4757,CTA-228A9.3,0
4758,CTA-228A9.4,0
4759,CTA-243E7.1,0
4760,CTA-243E7.4,0
4761,CTA-246H3.12,0
4762,CTA-268H5.14,0
4763,CTA-276F8.1,0
4764,CTA-286B10.7,0
4765,CTA-292E10.6,0
4766,CTA-293F17.1,0
4767,CTA-29F11.1,0
4768,CTA-31J9.2,0
4769,CTA-331P3.1,0
4770,CTA-339C12.1,0
4771,CTA-342B11.1,0
4772,CTA-363E19.2,0
4773,CTA-363E6.2,0
4774,CTA-363E6.5,0
4775,CTA-363E6.6,0
4776,CTA-363E6.7,0
4777,CTA-373H7.7,0
4778,CTA-384D8.33,0
4779,CTA-384D8.34,0
4780,CTA-384D8.35,0
4781,CTA-384D8.36,0
4782,CTA-390C10.9,0
4783,CTA-392E5.1,0
4784,CTA-397H3.3,0
4785,CTA-398F10.1,0
4786,CTA-398F10.2,0
4787,CTA-407F11.7,0
4788,CTA-407F11.8,0
4789,CTA-445C9.14,0
4790,CTA-797E19.2,0
4791,CTA-833B7.2,0
4792,CTA-984G1.5,0
4793,CTA-989H11.1,0
4794,CTA-992D9.10,0
4795,CTA-992D9.11,0
4796,CTAG2,0
4797,CTAGE1,0
4798,CTAGE15,0
4799,CTAGE4,0
4800,CTAGE5,0
4801,CTB-102L5.4,0
4802,CTB-107G13.1,0
4803,CTB-108O6.2,0
4804,CTB-113D17.1,0
4805,CTB-113I20.2,0
4806,CTB-113P19.4,0
4807,CTB-113P19.5,0
4808,CTB-1144G6.6,0
4809,CTB-114C7.4,0
4810,CTB-119C2.1,0
4811,CTB-11I22.1,0
4812,CTB-11I22.2,0
4813,CTB-127C13.1,0
4814,CTB-127M13.1,0
4815,CTB-129O4.1,0
4816,CTB-129P6.11,0
4817,CTB-129P6.4,0
4818,CTB-12A17.3,0
4819,CTB-12O2.1,0
4820,CTB-131K11.1,0
4821,CTB-133G6.1,0
4822,CTB-133G6.2,0
4823,CTB-138E5.1,0
4824,CTB-13F3.1,0
4825,CTB-147C13.1,0
4826,CTB-147N14.6,0
4827,CTB-152G17.6,0
4828,CTB-158D10.3,0
4829,CTB-161C1.1,0
4830,CTB-161M19.4,0
4831,CTB-167B5.1,0
4832,CTB-171A8.1,0
4833,CTB-174D11.1,0
4834,CTB-175E5.7,0
4835,CTB-176F20.3,0
4836,CTB-178M22.2,0
4837,CTB-179K24.3,0
4838,CTB-180A7.3,0
4839,CTB-186G2.1,0
4840,CTB-186H2.3,0
4841,CTB-191K22.5,0
4842,CTB-191K22.6,0
4843,CTB-193M12.1,0
4844,CTB-193M12.5,0
4845,CTB-22K21.2,0
4846,CTB-25B13.12,0
4847,CTB-25B13.5,0
4848,CTB-25B13.9,0
4849,CTB-30L5.1,0
4850,CTB-31N19.5,0
4851,CTB-31O20.2,0
4852,CTB-31O20.3,0
4853,CTB-31O20.9,0
4854,CTB-32O4.2,0
4855,CTB-32O4.3,0
4856,CTB-35F21.1,0
4857,CTB-35F21.5,0
4858,CTB-39G8.2,0
4859,CTB-40H15.4,0
4860,CTB-41I6.1,0
4861,CTB-41I6.2,0
4862,CTB-43E15.1,0
4863,CTB-43P18.1,0
4864,CTB-46B19.2,0
4865,CTB-47B11.3,0
4866,CTB-4E7.1,0
4867,CTB-50L17.10,0
4868,CTB-50L17.14,0
4869,CTB-50L17.16,0
4870,CTB-50L17.5,0
4871,CTB-50L17.9,0
4872,CTB-51J22.1,0
4873,CTB-55O6.10,0
4874,CTB-55O6.12,0
4875,CTB-55O6.13,0
4876,CTB-55O6.4,0
4877,CTB-55O6.8,0
4878,CTB-58E17.1,0
4879,CTB-58E17.3,0
4880,CTB-58E17.5,0
4881,CTB-58E17.9,0
4882,CTB-5E10.3,0
4883,CTB-61M7.2,0
4884,CTB-75G16.3,0
4885,CTB-83J4.1,0
4886,CTB-91J4.1,0
4887,CTB-92J24.3,0
4888,CTB-96E2.7,0
4889,CTBP1,0
4890,CTBP1-AS,0
4891,CTBP1-AS2,0
4892,CTBP2,0
4893,CTBS,0
4894,CTC-1337H24.3,0
4895,CTC-1337H24.4,0
4896,CTC-203F4.2,0
4897,CTC-209H22.3,0
4898,CTC-232P5.1,0
4899,CTC-232P5.3,0
4900,CTC-236F12.4,0
4901,CTC-239J10.1,0
4902,CTC-241F20.4,0
4903,CTC-241N9.1,0
4904,CTC-242N15.1,0
4905,CTC-246B18.10,0
4906,CTC-250I14.3,0
4907,CTC-250I14.6,0
4908,CTC-251D13.1,0
4909,CTC-254B4.1,0
4910,CTC-255N20.1,0
4911,CTC-260E6.6,0
4912,CTC-260F20.3,0
4913,CTC-265F19.3,0
4914,CTC-270D5.1,0
4915,CTC-273B12.10,0
4916,CTC-273B12.5,0
4917,CTC-276P9.4,0
4918,CTC-281F24.1,0
4919,CTC-281F24.5,0
4920,CTC-297N7.1,0
4921,CTC-297N7.9,0
4922,CTC-301O7.4,0
4923,CTC-308K20.1,0
4924,CTC-308K20.2,0
4925,CTC-321K16.1,0
4926,CTC-325H20.4,0
4927,CTC-325J23.2,0
4928,CTC-329D1.2,0
4929,CTC-332L22.1,0
4930,CTC-336P14.1,0
4931,CTC-338M12.2,0
4932,CTC-338M12.5,0
4933,CTC-338M12.6,0
4934,CTC-339O9.1,0
4935,CTC-340A15.2,0
4936,CTC-343N3.1,0
4937,CTC-344H19.4,0
4938,CTC-347C20.2,0
4939,CTC-350I8.1,0
4940,CTC-360G5.6,0
4941,CTC-360G5.9,0
4942,CTC-366B18.2,0
4943,CTC-366B18.4,0
4944,CTC-367J11.1,0
