symbol,maxClinicalTrialPhase,chembl,globalScore,label_definition
EPOR,1.0,,0.0718687939544559,Open Targets LUAD association with maxClinicalTrialPhase > 0
RPLP1,1.0,,0.0713905085965948,Open Targets LUAD association with maxClinicalTrialPhase > 0
PSMC4,1.0,,0.0666194379947568,Open Targets LUAD association with maxClinicalTrialPhase > 0
EPHA5,1.0,,0.0664012796055636,Open Targets LUAD association with maxClinicalTrialPhase > 0
TRPV1,1.0,,0.0645827528051591,Open Targets LUAD association with maxClinicalTrialPhase > 0
F3,1.0,,0.0635502826237419,Open Targets LUAD association with maxClinicalTrialPhase > 0
BMX,1.0,,0.0607863932094561,Open Targets LUAD association with maxClinicalTrialPhase > 0
SOD1,1.0,,0.0596092442437442,Open Targets LUAD association with maxClinicalTrialPhase > 0
P4HB,1.0,,0.0593715260051845,Open Targets LUAD association with maxClinicalTrialPhase > 0
RPL11,1.0,,0.0593204160453888,Open Targets LUAD association with maxClinicalTrialPhase > 0
HDAC11,1.0,,0.0591747525567439,Open Targets LUAD association with maxClinicalTrialPhase > 0
MAGEA4,1.0,,0.0588325957786917,Open Targets LUAD association with maxClinicalTrialPhase > 0
PARP1,1.0,0.0607930797611621,0.056123345121574,Open Targets LUAD association with maxClinicalTrialPhase > 0
CYP19A1,1.0,,0.0556025191323294,Open Targets LUAD association with maxClinicalTrialPhase > 0
CSF2RB,1.0,,0.0553478971844346,Open Targets LUAD association with maxClinicalTrialPhase > 0
PSMD7,1.0,,0.055232281315678,Open Targets LUAD association with maxClinicalTrialPhase > 0
CA9,1.0,,0.0546317679615496,Open Targets LUAD association with maxClinicalTrialPhase > 0
CA4,1.0,,0.0542099497960727,Open Targets LUAD association with maxClinicalTrialPhase > 0
HDAC3,1.0,,0.0529786494460832,Open Targets LUAD association with maxClinicalTrialPhase > 0
PSMD12,1.0,,0.0526651292925699,Open Targets LUAD association with maxClinicalTrialPhase > 0
CACNA1C,1.0,,0.0523351672970279,Open Targets LUAD association with maxClinicalTrialPhase > 0
TBXAS1,1.0,,0.0523053413951978,Open Targets LUAD association with maxClinicalTrialPhase > 0
CFTR,1.0,,0.0521377717669756,Open Targets LUAD association with maxClinicalTrialPhase > 0
IL2RA,1.0,0.0607930797611621,0.0506632883159164,Open Targets LUAD association with maxClinicalTrialPhase > 0
CRBN,1.0,,0.050464897224347,Open Targets LUAD association with maxClinicalTrialPhase > 0
HRH1,1.0,,0.0503244568795668,Open Targets LUAD association with maxClinicalTrialPhase > 0
LAMB1,1.0,,0.0488488066486674,Open Targets LUAD association with maxClinicalTrialPhase > 0
PSMD1,1.0,,0.0472762317962407,Open Targets LUAD association with maxClinicalTrialPhase > 0
PSMD11,1.0,,0.0468072885958174,Open Targets LUAD association with maxClinicalTrialPhase > 0
COL5A1,1.0,,0.0466659369325296,Open Targets LUAD association with maxClinicalTrialPhase > 0
RAMP2,1.0,,0.0465192802224416,Open Targets LUAD association with maxClinicalTrialPhase > 0
SLC6A4,1.0,,0.0462826119104385,Open Targets LUAD association with maxClinicalTrialPhase > 0
PIK3CG,1.0,,0.0460195916875777,Open Targets LUAD association with maxClinicalTrialPhase > 0
NOD2,1.0,,0.0459671040605092,Open Targets LUAD association with maxClinicalTrialPhase > 0
CD86,1.0,,0.0453545490008536,Open Targets LUAD association with maxClinicalTrialPhase > 0
TACSTD2,1.0,,0.0451998341701592,Open Targets LUAD association with maxClinicalTrialPhase > 0
HTR3A,1.0,,0.0444177495131393,Open Targets LUAD association with maxClinicalTrialPhase > 0
APP,1.0,,0.0444017681671042,Open Targets LUAD association with maxClinicalTrialPhase > 0
TXNRD1,1.0,,0.0443405381901342,Open Targets LUAD association with maxClinicalTrialPhase > 0
COL6A3,1.0,,0.0443205023690827,Open Targets LUAD association with maxClinicalTrialPhase > 0
BLK,1.0,,0.0442417884378811,Open Targets LUAD association with maxClinicalTrialPhase > 0
PGF,1.0,,0.0441339943135981,Open Targets LUAD association with maxClinicalTrialPhase > 0
PPARA,1.0,,0.0438245922840098,Open Targets LUAD association with maxClinicalTrialPhase > 0
DPP4,1.0,,0.0435493135572135,Open Targets LUAD association with maxClinicalTrialPhase > 0
ADA,1.0,,0.0431002520372011,Open Targets LUAD association with maxClinicalTrialPhase > 0
FN1,1.0,,0.0414450271932924,Open Targets LUAD association with maxClinicalTrialPhase > 0
TEK,1.0,,0.0414397172700673,Open Targets LUAD association with maxClinicalTrialPhase > 0
LAMC2,1.0,,0.0413176533865094,Open Targets LUAD association with maxClinicalTrialPhase > 0
TRPA1,1.0,,0.0408293437625603,Open Targets LUAD association with maxClinicalTrialPhase > 0
ANO1,1.0,,0.0405188319063938,Open Targets LUAD association with maxClinicalTrialPhase > 0
TGFB3,1.0,,0.039606846415852,Open Targets LUAD association with maxClinicalTrialPhase > 0
PGR,1.0,,0.0394856037803755,Open Targets LUAD association with maxClinicalTrialPhase > 0
FKBP1A,1.0,0.0607930797611621,0.0394815485790068,Open Targets LUAD association with maxClinicalTrialPhase > 0
EPHB4,1.0,,0.0389450742977099,Open Targets LUAD association with maxClinicalTrialPhase > 0
EGLN1,1.0,,0.0385318634879582,Open Targets LUAD association with maxClinicalTrialPhase > 0
IL2RB,1.0,0.0607930797611621,0.0380153944971514,Open Targets LUAD association with maxClinicalTrialPhase > 0
IL17RA,1.0,,0.0379999953365395,Open Targets LUAD association with maxClinicalTrialPhase > 0
CCR5,1.0,,0.0377710457705607,Open Targets LUAD association with maxClinicalTrialPhase > 0
MMP7,1.0,,0.037538543979161,Open Targets LUAD association with maxClinicalTrialPhase > 0
PDE4A,1.0,,0.0373573370336711,Open Targets LUAD association with maxClinicalTrialPhase > 0
PARP2,1.0,0.0607930797611621,0.0373275653231548,Open Targets LUAD association with maxClinicalTrialPhase > 0
PARP3,1.0,0.0607930797611621,0.0369579854684701,Open Targets LUAD association with maxClinicalTrialPhase > 0
EPHA1,1.0,,0.036927995865069,Open Targets LUAD association with maxClinicalTrialPhase > 0
EPHA10,1.0,,0.0367539151635046,Open Targets LUAD association with maxClinicalTrialPhase > 0
SOAT1,1.0,,0.0362782298584156,Open Targets LUAD association with maxClinicalTrialPhase > 0
ADH1A,1.0,,0.0362520879460224,Open Targets LUAD association with maxClinicalTrialPhase > 0
ADRB1,1.0,,0.036192273555633,Open Targets LUAD association with maxClinicalTrialPhase > 0
MAOB,1.0,,0.0355202052179851,Open Targets LUAD association with maxClinicalTrialPhase > 0
PDE4B,1.0,,0.0353467994529489,Open Targets LUAD association with maxClinicalTrialPhase > 0
ADH1C,1.0,,0.035236947222681,Open Targets LUAD association with maxClinicalTrialPhase > 0
PSMC5,1.0,,0.0351100861950466,Open Targets LUAD association with maxClinicalTrialPhase > 0
CD19,1.0,,0.0350093126337838,Open Targets LUAD association with maxClinicalTrialPhase > 0
RPS15A,1.0,,0.0349971590172263,Open Targets LUAD association with maxClinicalTrialPhase > 0
A2M,1.0,,0.0348543285393857,Open Targets LUAD association with maxClinicalTrialPhase > 0
CALM1,1.0,,0.0346508910185281,Open Targets LUAD association with maxClinicalTrialPhase > 0
PPAT,1.0,,0.0343464586149637,Open Targets LUAD association with maxClinicalTrialPhase > 0
CYP3A5,1.0,,0.0334790700547209,Open Targets LUAD association with maxClinicalTrialPhase > 0
CALCA,1.0,,0.0330908242640059,Open Targets LUAD association with maxClinicalTrialPhase > 0
HBB,1.0,,0.0328405326749957,Open Targets LUAD association with maxClinicalTrialPhase > 0
CPT1B,1.0,,0.0325024949981046,Open Targets LUAD association with maxClinicalTrialPhase > 0
FGB,1.0,,0.0324042993959818,Open Targets LUAD association with maxClinicalTrialPhase > 0
PDE4D,1.0,,0.032301639442064,Open Targets LUAD association with maxClinicalTrialPhase > 0
KCNA3,1.0,,0.0322835957498237,Open Targets LUAD association with maxClinicalTrialPhase > 0
GRIA1,1.0,,0.0322098201094347,Open Targets LUAD association with maxClinicalTrialPhase > 0
LAG3,1.0,,0.0321506511510432,Open Targets LUAD association with maxClinicalTrialPhase > 0
PPIA,1.0,,0.0321497810126476,Open Targets LUAD association with maxClinicalTrialPhase > 0
SMN1,1.0,,0.0321075240034432,Open Targets LUAD association with maxClinicalTrialPhase > 0
C3,1.0,,0.0321002954720301,Open Targets LUAD association with maxClinicalTrialPhase > 0
TYMP,1.0,,0.0318199315632357,Open Targets LUAD association with maxClinicalTrialPhase > 0
GHR,1.0,,0.0318008453393494,Open Targets LUAD association with maxClinicalTrialPhase > 0
MME,1.0,,0.0316854108103765,Open Targets LUAD association with maxClinicalTrialPhase > 0
S1PR3,1.0,,0.031157968439632,Open Targets LUAD association with maxClinicalTrialPhase > 0
GRIN2D,1.0,,0.0310447077935149,Open Targets LUAD association with maxClinicalTrialPhase > 0
TYK2,1.0,,0.0307469906883522,Open Targets LUAD association with maxClinicalTrialPhase > 0
MTTP,1.0,,0.0305861411541642,Open Targets LUAD association with maxClinicalTrialPhase > 0
BCHE,1.0,,0.030533365469535,Open Targets LUAD association with maxClinicalTrialPhase > 0
CFB,1.0,,0.0304963541934141,Open Targets LUAD association with maxClinicalTrialPhase > 0
PSMA5,1.0,,0.0302408590388323,Open Targets LUAD association with maxClinicalTrialPhase > 0
CD38,1.0,,0.0299219962872434,Open Targets LUAD association with maxClinicalTrialPhase > 0
SELP,1.0,,0.0297983544396035,Open Targets LUAD association with maxClinicalTrialPhase > 0
CACNA2D2,1.0,,0.0297237091709148,Open Targets LUAD association with maxClinicalTrialPhase > 0
SEM1,1.0,,0.0295663883747761,Open Targets LUAD association with maxClinicalTrialPhase > 0
CDA,1.0,,0.0294301658248711,Open Targets LUAD association with maxClinicalTrialPhase > 0
DNMT1,1.0,,0.0293899553416391,Open Targets LUAD association with maxClinicalTrialPhase > 0
CYP3A4,1.0,,0.0292686712696134,Open Targets LUAD association with maxClinicalTrialPhase > 0
PSEN1,1.0,,0.029267644658906,Open Targets LUAD association with maxClinicalTrialPhase > 0
KCNN4,1.0,,0.0283477008265459,Open Targets LUAD association with maxClinicalTrialPhase > 0
GSR,1.0,,0.0280287754351127,Open Targets LUAD association with maxClinicalTrialPhase > 0
COL4A4,1.0,,0.0279656173008768,Open Targets LUAD association with maxClinicalTrialPhase > 0
NR3C1,1.0,,0.0278812187975962,Open Targets LUAD association with maxClinicalTrialPhase > 0
CFD,1.0,,0.0278510789761452,Open Targets LUAD association with maxClinicalTrialPhase > 0
DMD,1.0,,0.027816838407127,Open Targets LUAD association with maxClinicalTrialPhase > 0
KCNA2,1.0,,0.0277797651898444,Open Targets LUAD association with maxClinicalTrialPhase > 0
PRKCD,1.0,,0.0277448389374859,Open Targets LUAD association with maxClinicalTrialPhase > 0
PSMC2,1.0,,0.0275100871277387,Open Targets LUAD association with maxClinicalTrialPhase > 0
ACE,1.0,,0.0275029454267776,Open Targets LUAD association with maxClinicalTrialPhase > 0
PMEL,1.0,,0.0272359820688476,Open Targets LUAD association with maxClinicalTrialPhase > 0
SCNN1G,1.0,,0.0265095590742277,Open Targets LUAD association with maxClinicalTrialPhase > 0
ALOX5,1.0,,0.0263119621798986,Open Targets LUAD association with maxClinicalTrialPhase > 0
RPS7,1.0,,0.0262196374684646,Open Targets LUAD association with maxClinicalTrialPhase > 0
RPE65,1.0,,0.0258933763422569,Open Targets LUAD association with maxClinicalTrialPhase > 0
HDAC10,1.0,,0.0258805071305437,Open Targets LUAD association with maxClinicalTrialPhase > 0
PTGER3,1.0,,0.0251283377156939,Open Targets LUAD association with maxClinicalTrialPhase > 0
LIPF,1.0,,0.0251043939751409,Open Targets LUAD association with maxClinicalTrialPhase > 0
CUL4A,1.0,,0.0250185029407393,Open Targets LUAD association with maxClinicalTrialPhase > 0
HBA2,1.0,,0.0248104844754917,Open Targets LUAD association with maxClinicalTrialPhase > 0
RPSA,1.0,,0.0246877095939122,Open Targets LUAD association with maxClinicalTrialPhase > 0
ITGB3,1.0,,0.0244334750141354,Open Targets LUAD association with maxClinicalTrialPhase > 0
RAMP3,1.0,,0.0243894550646527,Open Targets LUAD association with maxClinicalTrialPhase > 0
ADAMTS13,1.0,,0.0240380897151174,Open Targets LUAD association with maxClinicalTrialPhase > 0
PRKCZ,1.0,,0.0237738401190179,Open Targets LUAD association with maxClinicalTrialPhase > 0
PTGDR,1.0,,0.0236386066661444,Open Targets LUAD association with maxClinicalTrialPhase > 0
ADORA2A,1.0,,0.023465975889232,Open Targets LUAD association with maxClinicalTrialPhase > 0
CALCRL,1.0,,0.0234069317565761,Open Targets LUAD association with maxClinicalTrialPhase > 0
MMP13,1.0,,0.0233278460138949,Open Targets LUAD association with maxClinicalTrialPhase > 0
FYN,1.0,,0.0231905680559367,Open Targets LUAD association with maxClinicalTrialPhase > 0
COL18A1,1.0,,0.0228623746195129,Open Targets LUAD association with maxClinicalTrialPhase > 0
HBA1,1.0,,0.0222674945482437,Open Targets LUAD association with maxClinicalTrialPhase > 0
EPHA2,1.0,,0.0222600848917611,Open Targets LUAD association with maxClinicalTrialPhase > 0
TFPI,1.0,,0.022199265437782,Open Targets LUAD association with maxClinicalTrialPhase > 0
PSMC3,1.0,,0.0221747912810821,Open Targets LUAD association with maxClinicalTrialPhase > 0
SCNN1B,1.0,,0.0221581903411902,Open Targets LUAD association with maxClinicalTrialPhase > 0
FGA,1.0,,0.0215465602341308,Open Targets LUAD association with maxClinicalTrialPhase > 0
PLG,1.0,,0.0213338818798603,Open Targets LUAD association with maxClinicalTrialPhase > 0
HDAC4,1.0,,0.0212376593576285,Open Targets LUAD association with maxClinicalTrialPhase > 0
CALCR,1.0,,0.0211875898540476,Open Targets LUAD association with maxClinicalTrialPhase > 0
CD2,1.0,,0.0211138383840044,Open Targets LUAD association with maxClinicalTrialPhase > 0
IL23A,1.0,,0.0211117233227665,Open Targets LUAD association with maxClinicalTrialPhase > 0
LEPR,1.0,,0.0209960232596492,Open Targets LUAD association with maxClinicalTrialPhase > 0
PDE10A,1.0,,0.0208890640310623,Open Targets LUAD association with maxClinicalTrialPhase > 0
ODC1,1.0,,0.0208812617896856,Open Targets LUAD association with maxClinicalTrialPhase > 0
ITGB2,1.0,,0.0201594100846326,Open Targets LUAD association with maxClinicalTrialPhase > 0
IMPDH2,1.0,,0.0201577065630696,Open Targets LUAD association with maxClinicalTrialPhase > 0
PTGDS,1.0,,0.0200263488131561,Open Targets LUAD association with maxClinicalTrialPhase > 0
DRD3,1.0,,0.0199573121529739,Open Targets LUAD association with maxClinicalTrialPhase > 0
YES1,1.0,,0.0198638905785952,Open Targets LUAD association with maxClinicalTrialPhase > 0
ATP1A2,1.0,,0.0197263247437959,Open Targets LUAD association with maxClinicalTrialPhase > 0
HMGCR,1.0,,0.0195035098253553,Open Targets LUAD association with maxClinicalTrialPhase > 0
CD33,1.0,,0.019297495134611,Open Targets LUAD association with maxClinicalTrialPhase > 0
PTGS1,1.0,0.030396539880581,0.0192130193900672,Open Targets LUAD association with maxClinicalTrialPhase > 0
NPR1,1.0,,0.0191982361958798,Open Targets LUAD association with maxClinicalTrialPhase > 0
DDB1,1.0,,0.0191746241496083,Open Targets LUAD association with maxClinicalTrialPhase > 0
VDR,1.0,,0.0189351714260098,Open Targets LUAD association with maxClinicalTrialPhase > 0
MYH7,1.0,,0.0188485725889197,Open Targets LUAD association with maxClinicalTrialPhase > 0
F10,1.0,,0.0185958210327437,Open Targets LUAD association with maxClinicalTrialPhase > 0
PLAT,1.0,,0.0184067121036405,Open Targets LUAD association with maxClinicalTrialPhase > 0
F8,1.0,,0.0182712585651953,Open Targets LUAD association with maxClinicalTrialPhase > 0
COL1A2,1.0,,0.0181377894020655,Open Targets LUAD association with maxClinicalTrialPhase > 0
DHCR24,1.0,,0.017544503000499,Open Targets LUAD association with maxClinicalTrialPhase > 0
ANGPT2,1.0,,0.0173640935059362,Open Targets LUAD association with maxClinicalTrialPhase > 0
ADRA2C,1.0,,0.0173358275532321,Open Targets LUAD association with maxClinicalTrialPhase > 0
F2R,1.0,,0.0172864400667661,Open Targets LUAD association with maxClinicalTrialPhase > 0
INHBA,1.0,,0.0172594415539465,Open Targets LUAD association with maxClinicalTrialPhase > 0
NR3C2,1.0,,0.0171490454424515,Open Targets LUAD association with maxClinicalTrialPhase > 0
LAMC1,1.0,,0.0170201399256847,Open Targets LUAD association with maxClinicalTrialPhase > 0
PSMB8,1.0,,0.0169468789144255,Open Targets LUAD association with maxClinicalTrialPhase > 0
CYP17A1,1.0,,0.0168350843838607,Open Targets LUAD association with maxClinicalTrialPhase > 0
EDNRA,1.0,,0.0166793543419596,Open Targets LUAD association with maxClinicalTrialPhase > 0
ABAT,1.0,,0.0165003032566814,Open Targets LUAD association with maxClinicalTrialPhase > 0
RPS24,1.0,,0.01642577131932,Open Targets LUAD association with maxClinicalTrialPhase > 0
IFNGR1,1.0,,0.0163696998711283,Open Targets LUAD association with maxClinicalTrialPhase > 0
CD52,1.0,,0.0163172733988805,Open Targets LUAD association with maxClinicalTrialPhase > 0
MAPK11,1.0,,0.0163025780344251,Open Targets LUAD association with maxClinicalTrialPhase > 0
TSLP,1.0,,0.0162302920698768,Open Targets LUAD association with maxClinicalTrialPhase > 0
P2RY1,1.0,,0.0161180447597596,Open Targets LUAD association with maxClinicalTrialPhase > 0
SLC6A3,1.0,,0.0160921228393963,Open Targets LUAD association with maxClinicalTrialPhase > 0
PDE5A,1.0,,0.0160471572904097,Open Targets LUAD association with maxClinicalTrialPhase > 0
PNLIP,1.0,,0.0157071438240998,Open Targets LUAD association with maxClinicalTrialPhase > 0
ACLY,1.0,,0.0157069996041489,Open Targets LUAD association with maxClinicalTrialPhase > 0
ADRM1,1.0,,0.0155172208432201,Open Targets LUAD association with maxClinicalTrialPhase > 0
PRKCI,1.0,,0.0154969858024089,Open Targets LUAD association with maxClinicalTrialPhase > 0
SSTR4,1.0,,0.0154924134649804,Open Targets LUAD association with maxClinicalTrialPhase > 0
ADRA1A,1.0,,0.0154924134649804,Open Targets LUAD association with maxClinicalTrialPhase > 0
ADRA2B,1.0,,0.0154924134649804,Open Targets LUAD association with maxClinicalTrialPhase > 0
CA3,1.0,,0.0154706127171016,Open Targets LUAD association with maxClinicalTrialPhase > 0
ELANE,1.0,,0.0153799049045534,Open Targets LUAD association with maxClinicalTrialPhase > 0
UGCG,1.0,,0.0152862334340422,Open Targets LUAD association with maxClinicalTrialPhase > 0
INSR,1.0,,0.0151924684921367,Open Targets LUAD association with maxClinicalTrialPhase > 0
PRKCG,1.0,,0.0151908419872602,Open Targets LUAD association with maxClinicalTrialPhase > 0
PDE2A,1.0,,0.0150603790784015,Open Targets LUAD association with maxClinicalTrialPhase > 0
ABCC9,1.0,,0.0150408826535719,Open Targets LUAD association with maxClinicalTrialPhase > 0
ADRA1B,1.0,,0.0147873000241431,Open Targets LUAD association with maxClinicalTrialPhase > 0
DRD1,1.0,,0.014783194187388,Open Targets LUAD association with maxClinicalTrialPhase > 0
ADH5,1.0,,0.014783194187388,Open Targets LUAD association with maxClinicalTrialPhase > 0
F11,1.0,,0.0146898258477843,Open Targets LUAD association with maxClinicalTrialPhase > 0
CYSLTR1,1.0,,0.0145984042600457,Open Targets LUAD association with maxClinicalTrialPhase > 0
RPS4X,1.0,,0.0145778720458965,Open Targets LUAD association with maxClinicalTrialPhase > 0
COL15A1,1.0,,0.0145394768054376,Open Targets LUAD association with maxClinicalTrialPhase > 0
CA2,1.0,,0.0144760786122651,Open Targets LUAD association with maxClinicalTrialPhase > 0
RPS6,1.0,,0.0144455065413906,Open Targets LUAD association with maxClinicalTrialPhase > 0
AOC1,1.0,,0.0144248733657601,Open Targets LUAD association with maxClinicalTrialPhase > 0
GABBR2,1.0,,0.0144136143327033,Open Targets LUAD association with maxClinicalTrialPhase > 0
EPHB6,1.0,,0.01438425326647,Open Targets LUAD association with maxClinicalTrialPhase > 0
RBX1,1.0,,0.0142314935932004,Open Targets LUAD association with maxClinicalTrialPhase > 0
PRKCH,1.0,,0.0142009142872519,Open Targets LUAD association with maxClinicalTrialPhase > 0
LAMB2,1.0,,0.0140727435717734,Open Targets LUAD association with maxClinicalTrialPhase > 0
MST1R,1.0,,0.0140012122407743,Open Targets LUAD association with maxClinicalTrialPhase > 0
PCSK9,1.0,,0.013845398284423,Open Targets LUAD association with maxClinicalTrialPhase > 0
PROS1,1.0,,0.0136176618356148,Open Targets LUAD association with maxClinicalTrialPhase > 0
HDAC8,1.0,,0.0135769266061255,Open Targets LUAD association with maxClinicalTrialPhase > 0
PDE1C,1.0,,0.0135543411705614,Open Targets LUAD association with maxClinicalTrialPhase > 0
GUCY1A2,1.0,,0.0134678932357145,Open Targets LUAD association with maxClinicalTrialPhase > 0
COL6A5,1.0,,0.0132950731780836,Open Targets LUAD association with maxClinicalTrialPhase > 0
COL4A3,1.0,,0.0132467560318638,Open Targets LUAD association with maxClinicalTrialPhase > 0
BMPR2,1.0,,0.0131289069143282,Open Targets LUAD association with maxClinicalTrialPhase > 0
F12,1.0,,0.0131204954855898,Open Targets LUAD association with maxClinicalTrialPhase > 0
CHRM2,1.0,,0.0131200848413069,Open Targets LUAD association with maxClinicalTrialPhase > 0
IL5RA,1.0,,0.0129520801231369,Open Targets LUAD association with maxClinicalTrialPhase > 0
HCK,1.0,,0.0128572194056525,Open Targets LUAD association with maxClinicalTrialPhase > 0
KCNJ8,1.0,,0.0128501255744286,Open Targets LUAD association with maxClinicalTrialPhase > 0
TLR9,1.0,,0.0126880849941531,Open Targets LUAD association with maxClinicalTrialPhase > 0
RAMP1,1.0,,0.0126053692841428,Open Targets LUAD association with maxClinicalTrialPhase > 0
AVPR2,1.0,,0.0125657150592798,Open Targets LUAD association with maxClinicalTrialPhase > 0
COL4A6,1.0,,0.0125657150592798,Open Targets LUAD association with maxClinicalTrialPhase > 0
TUBA4A,1.0,,0.0124965214975972,Open Targets LUAD association with maxClinicalTrialPhase > 0
APOC3,1.0,,0.0124234268152262,Open Targets LUAD association with maxClinicalTrialPhase > 0
TNFRSF17,1.0,,0.0123932399485723,Open Targets LUAD association with maxClinicalTrialPhase > 0
IL5,1.0,,0.0123048637878025,Open Targets LUAD association with maxClinicalTrialPhase > 0
CHRNA1,1.0,,0.0119267525549583,Open Targets LUAD association with maxClinicalTrialPhase > 0
PSMA3,1.0,,0.0118676197782087,Open Targets LUAD association with maxClinicalTrialPhase > 0
IRAK1,1.0,,0.0117453378722072,Open Targets LUAD association with maxClinicalTrialPhase > 0
PPARD,1.0,,0.0116654447455957,Open Targets LUAD association with maxClinicalTrialPhase > 0
PSMB3,1.0,,0.0115701079951875,Open Targets LUAD association with maxClinicalTrialPhase > 0
S1PR4,1.0,,0.0115151104888807,Open Targets LUAD association with maxClinicalTrialPhase > 0
F2,1.0,,0.011510975218438,Open Targets LUAD association with maxClinicalTrialPhase > 0
EPHA4,1.0,,0.0115081679852132,Open Targets LUAD association with maxClinicalTrialPhase > 0
RYR1,1.0,,0.0114569754952257,Open Targets LUAD association with maxClinicalTrialPhase > 0
COL11A2,1.0,,0.0112387812474069,Open Targets LUAD association with maxClinicalTrialPhase > 0
KCND2,1.0,,0.011159258390063,Open Targets LUAD association with maxClinicalTrialPhase > 0
DRD2,1.0,,0.0111387261759139,Open Targets LUAD association with maxClinicalTrialPhase > 0
TSPO,1.0,,0.0110592665071567,Open Targets LUAD association with maxClinicalTrialPhase > 0
HDAC5,1.0,,0.0109226174391244,Open Targets LUAD association with maxClinicalTrialPhase > 0
PTGER4,1.0,,0.0107003030411022,Open Targets LUAD association with maxClinicalTrialPhase > 0
SCN1A,1.0,,0.010523475197991,Open Targets LUAD association with maxClinicalTrialPhase > 0
KCNA5,1.0,,0.0104714292160665,Open Targets LUAD association with maxClinicalTrialPhase > 0
THRA,1.0,,0.0104685065300793,Open Targets LUAD association with maxClinicalTrialPhase > 0
CACNA1A,1.0,,0.0104638322968313,Open Targets LUAD association with maxClinicalTrialPhase > 0
PSMA6,1.0,,0.0104396042841353,Open Targets LUAD association with maxClinicalTrialPhase > 0
CD3E,1.0,,0.0104152715489129,Open Targets LUAD association with maxClinicalTrialPhase > 0
KCNC4,1.0,,0.0103482359311716,Open Targets LUAD association with maxClinicalTrialPhase > 0
IL3RA,1.0,,0.0103300314510271,Open Targets LUAD association with maxClinicalTrialPhase > 0
LAMB3,1.0,,0.0101757527615754,Open Targets LUAD association with maxClinicalTrialPhase > 0
ACHE,1.0,,0.0101634460038293,Open Targets LUAD association with maxClinicalTrialPhase > 0
PSMA7,1.0,,0.0100505188260089,Open Targets LUAD association with maxClinicalTrialPhase > 0
CD22,1.0,,0.0099786560764869,Open Targets LUAD association with maxClinicalTrialPhase > 0
ACVR2B,1.0,,0.0097938661491445,Open Targets LUAD association with maxClinicalTrialPhase > 0
CHRM3,1.0,,0.0097938661491445,Open Targets LUAD association with maxClinicalTrialPhase > 0
MMP8,1.0,,0.0097938661491445,Open Targets LUAD association with maxClinicalTrialPhase > 0
P2RY12,1.0,,0.009774142652818,Open Targets LUAD association with maxClinicalTrialPhase > 0
RPS3,1.0,,0.0096090762218022,Open Targets LUAD association with maxClinicalTrialPhase > 0
FOLH1,1.0,,0.0095781398551931,Open Targets LUAD association with maxClinicalTrialPhase > 0
IL13,1.0,,0.0095743415063817,Open Targets LUAD association with maxClinicalTrialPhase > 0
RPL4,1.0,,0.0095115482045937,Open Targets LUAD association with maxClinicalTrialPhase > 0
CACNA2D3,1.0,,0.0094390694886472,Open Targets LUAD association with maxClinicalTrialPhase > 0
RPS16,1.0,,0.0094242862944598,Open Targets LUAD association with maxClinicalTrialPhase > 0
P2RY2,1.0,,0.0093704918933891,Open Targets LUAD association with maxClinicalTrialPhase > 0
P2RX3,1.0,,0.0093704918933891,Open Targets LUAD association with maxClinicalTrialPhase > 0
CSNK1E,1.0,,0.0093267582772514,Open Targets LUAD association with maxClinicalTrialPhase > 0
LAMA4,1.0,,0.0093086670217419,Open Targets LUAD association with maxClinicalTrialPhase > 0
TNFRSF8,1.0,,0.0093061946362438,Open Targets LUAD association with maxClinicalTrialPhase > 0
TNFSF13B,1.0,,0.0092378412192422,Open Targets LUAD association with maxClinicalTrialPhase > 0
EPHA8,1.0,,0.0091165084043641,Open Targets LUAD association with maxClinicalTrialPhase > 0
NR1H4,1.0,,0.0091163030822226,Open Targets LUAD association with maxClinicalTrialPhase > 0
TUBA1A,1.0,,0.0091063098021286,Open Targets LUAD association with maxClinicalTrialPhase > 0
OPRD1,1.0,,0.0090547064397751,Open Targets LUAD association with maxClinicalTrialPhase > 0
TACR3,1.0,,0.0090547064397751,Open Targets LUAD association with maxClinicalTrialPhase > 0
GSK3A,1.0,,0.0090547064397751,Open Targets LUAD association with maxClinicalTrialPhase > 0
F9,1.0,,0.0089855128780925,Open Targets LUAD association with maxClinicalTrialPhase > 0
EPHB1,1.0,,0.0089534826240198,Open Targets LUAD association with maxClinicalTrialPhase > 0
MTNR1B,1.0,,0.0088699165124328,Open Targets LUAD association with maxClinicalTrialPhase > 0
OXTR,1.0,,0.0088699165124328,Open Targets LUAD association with maxClinicalTrialPhase > 0
PSENEN,1.0,,0.0088699165124328,Open Targets LUAD association with maxClinicalTrialPhase > 0
RPL38,1.0,,0.0088699165124328,Open Targets LUAD association with maxClinicalTrialPhase > 0
SCN9A,1.0,,0.0088699165124328,Open Targets LUAD association with maxClinicalTrialPhase > 0
RARB,1.0,,0.0088366543255112,Open Targets LUAD association with maxClinicalTrialPhase > 0
PSMD3,1.0,,0.0088185859770599,Open Targets LUAD association with maxClinicalTrialPhase > 0
VAMP2,1.0,,0.0087569893346125,Open Targets LUAD association with maxClinicalTrialPhase > 0
LAMC3,1.0,,0.0087299719077237,Open Targets LUAD association with maxClinicalTrialPhase > 0
TH,1.0,,0.0087261910133887,Open Targets LUAD association with maxClinicalTrialPhase > 0
